# table for coexisting phases in IAPWS95
nbin_coex    800
temperature_coex_min    2.731600e+02
temperature_coex_max    6.470900e+02
# temperature (degK)    pressure (Pa)    mden_vap (kg / m^3)    mden_liq (kg / m^3)    enthalpy_vap (J / kg)    enthalpy_liq (J / kg)    entropy_vap (J / kg / degK)    entropy_liq (J / kg / degK)
    4.45635213e+02    8.40913420e+05    4.36260869e+00    8.94896376e+02    2.77032707e+06    7.29975807e+05    6.64456722e+03    2.06604377e+03
    4.46102625e+02    8.50336869e+05    4.40905621e+00    8.94412769e+02    2.77077518e+06    7.32026908e+05    6.64075327e+03    2.07062038e+03
    4.46570038e+02    8.59843607e+05    4.45589958e+00    8.93928161e+02    2.77122072e+06    7.34078823e+05    6.63694614e+03    2.07519380e+03
    4.47037450e+02    8.69434151e+05    4.50314138e+00    8.93442552e+02    2.77166370e+06    7.36131560e+05    6.63314575e+03    2.07976405e+03
    4.47504863e+02    8.79109021e+05    4.55078420e+00    8.92955939e+02    2.77210408e+06    7.38185121e+05    6.62935208e+03    2.08433115e+03
    4.47972275e+02    8.88868737e+05    4.59883064e+00    8.92468320e+02    2.77254187e+06    7.40239512e+05    6.62556507e+03    2.08889510e+03
    4.48439687e+02    8.98713823e+05    4.64728333e+00    8.91979694e+02    2.77297705e+06    7.42294738e+05    6.62178467e+03    2.09345593e+03
    4.48907100e+02    9.08644802e+05    4.69614490e+00    8.91490059e+02    2.77340962e+06    7.44350804e+05    6.61801083e+03    2.09801366e+03
    4.49374513e+02    9.18662201e+05    4.74541800e+00    8.90999413e+02    2.77383956e+06    7.46407715e+05    6.61424352e+03    2.10256829e+03
    4.49841925e+02    9.28766547e+05    4.79510530e+00    8.90507754e+02    2.77426687e+06    7.48465475e+05    6.61048267e+03    2.10711984e+03
    4.50309338e+02    9.38958369e+05    4.84520947e+00    8.90015081e+02    2.77469153e+06    7.50524089e+05    6.60672826e+03    2.11166834e+03
    4.50776750e+02    9.49238197e+05    4.89573320e+00    8.89521390e+02    2.77511354e+06    7.52583563e+05    6.60298021e+03    2.11621379e+03
    4.51244163e+02    9.59606565e+05    4.94667919e+00    8.89026682e+02    2.77553288e+06    7.54643902e+05    6.59923850e+03    2.12075621e+03
    4.51711575e+02    9.70064006e+05    4.99805018e+00    8.88530953e+02    2.77594955e+06    7.56705111e+05    6.59550308e+03    2.12529562e+03
    4.52178988e+02    9.80611055e+05    5.04984889e+00    8.88034201e+02    2.77636354e+06    7.58767194e+05    6.59177389e+03    2.12983203e+03
    4.52646400e+02    9.91248250e+05    5.10207808e+00    8.87536425e+02    2.77677483e+06    7.60830157e+05    6.58805090e+03    2.13436546e+03
    4.53113812e+02    1.00197613e+06    5.15474051e+00    8.87037622e+02    2.77718341e+06    7.62894004e+05    6.58433405e+03    2.13889592e+03
    4.53581225e+02    1.01279523e+06    5.20783895e+00    8.86537791e+02    2.77758928e+06    7.64958742e+05    6.58062330e+03    2.14342344e+03
    4.54048638e+02    1.02370610e+06    5.26137622e+00    8.86036929e+02    2.77799242e+06    7.67024375e+05    6.57691860e+03    2.14794802e+03
    4.54516050e+02    1.03470928e+06    5.31535511e+00    8.85535034e+02    2.77839283e+06    7.69090908e+05    6.57321991e+03    2.15246968e+03
    4.54983463e+02    1.04580532e+06    5.36977845e+00    8.85032104e+02    2.77879050e+06    7.71158347e+05    6.56952719e+03    2.15698844e+03
    4.55450875e+02    1.05699475e+06    5.42464909e+00    8.84528137e+02    2.77918540e+06    7.73226697e+05    6.56584038e+03    2.16150431e+03
    4.55918288e+02    1.06827814e+06    5.47996988e+00    8.84023131e+02    2.77957754e+06    7.75295963e+05    6.56215945e+03    2.16601732e+03
    4.56385700e+02    1.07965602e+06    5.53574369e+00    8.83517084e+02    2.77996691e+06    7.77366150e+05    6.55848434e+03    2.17052747e+03
    4.56853113e+02    1.09112896e+06    5.59197342e+00    8.83009993e+02    2.78035349e+06    7.79437264e+05    6.55481501e+03    2.17503477e+03
    4.57320525e+02    1.10269750e+06    5.64866197e+00    8.82501856e+02    2.78073727e+06    7.81509310e+05    6.55115142e+03    2.17953926e+03
    4.57787937e+02    1.11436220e+06    5.70581226e+00    8.81992671e+02    2.78111824e+06    7.83582293e+05    6.54749352e+03    2.18404094e+03
    4.58255350e+02    1.12612361e+06    5.76342723e+00    8.81482435e+02    2.78149640e+06    7.85656219e+05    6.54384127e+03    2.18853982e+03
    4.58722763e+02    1.13798229e+06    5.82150984e+00    8.80971146e+02    2.78187172e+06    7.87731093e+05    6.54019462e+03    2.19303593e+03
    4.59190175e+02    1.14993881e+06    5.88006305e+00    8.80458803e+02    2.78224421e+06    7.89806921e+05    6.53655352e+03    2.19752928e+03
    4.59657588e+02    1.16199372e+06    5.93908985e+00    8.79945401e+02    2.78261385e+06    7.91883708e+05    6.53291794e+03    2.20201989e+03
    4.60125000e+02    1.17414758e+06    5.99859325e+00    8.79430940e+02    2.78298063e+06    7.93961459e+05    6.52928783e+03    2.20650777e+03
    4.60592413e+02    1.18640096e+06    6.05857626e+00    8.78915417e+02    2.78334453e+06    7.96040181e+05    6.52566314e+03    2.21099293e+03
    4.61059825e+02    1.19875442e+06    6.11904194e+00    8.78398828e+02    2.78370556e+06    7.98119878e+05    6.52204383e+03    2.21547540e+03
    4.61527238e+02    1.21120853e+06    6.17999333e+00    8.77881172e+02    2.78406369e+06    8.00200556e+05    6.51842986e+03    2.21995518e+03
    4.61994650e+02    1.22376387e+06    6.24143350e+00    8.77362447e+02    2.78441892e+06    8.02282222e+05    6.51482118e+03    2.22443230e+03
    4.62462063e+02    1.23642099e+06    6.30336556e+00    8.76842649e+02    2.78477124e+06    8.04364879e+05    6.51121775e+03    2.22890677e+03
    4.62929475e+02    1.24918047e+06    6.36579260e+00    8.76321776e+02    2.78512063e+06    8.06448535e+05    6.50761952e+03    2.23337861e+03
    4.63396888e+02    1.26204289e+06    6.42871776e+00    8.75799825e+02    2.78546708e+06    8.08533195e+05    6.50402645e+03    2.23784783e+03
    4.63864300e+02    1.27500882e+06    6.49214419e+00    8.75276795e+02    2.78581059e+06    8.10618864e+05    6.50043850e+03    2.24231445e+03
    4.64331713e+02    1.28807883e+06    6.55607503e+00    8.74752681e+02    2.78615114e+06    8.12705549e+05    6.49685563e+03    2.24677848e+03
    4.64799125e+02    1.30125351e+06    6.62051348e+00    8.74227482e+02    2.78648872e+06    8.14793255e+05    6.49327778e+03    2.25123994e+03
    4.65266538e+02    1.31453343e+06    6.68546274e+00    8.73701195e+02    2.78682332e+06    8.16881987e+05    6.48970492e+03    2.25569884e+03
    4.65733950e+02    1.32791917e+06    6.75092603e+00    8.73173817e+02    2.78715493e+06    8.18971753e+05    6.48613700e+03    2.26015521e+03
    4.66201363e+02    1.34141132e+06    6.81690658e+00    8.72645346e+02    2.78748354e+06    8.21062557e+05    6.48257398e+03    2.26460906e+03
    4.66668775e+02    1.35501046e+06    6.88340766e+00    8.72115778e+02    2.78780913e+06    8.23154405e+05    6.47901581e+03    2.26906039e+03
    4.67136188e+02    1.36871718e+06    6.95043253e+00    8.71585110e+02    2.78813170e+06    8.25247304e+05    6.47546247e+03    2.27350924e+03
    4.67603600e+02    1.38253206e+06    7.01798450e+00    8.71053341e+02    2.78845124e+06    8.27341259e+05    6.47191389e+03    2.27795561e+03
    4.68071013e+02    1.39645569e+06    7.08606688e+00    8.70520467e+02    2.78876772e+06    8.29436277e+05    6.46837004e+03    2.28239952e+03
    4.68538425e+02    1.41048866e+06    7.15468301e+00    8.69986485e+02    2.78908115e+06    8.31532363e+05    6.46483087e+03    2.28684099e+03
    4.69005838e+02    1.42463157e+06    7.22383625e+00    8.69451392e+02    2.78939150e+06    8.33629524e+05    6.46129634e+03    2.29128004e+03
    4.69473250e+02    1.43888501e+06    7.29352996e+00    8.68915185e+02    2.78969878e+06    8.35727765e+05    6.45776642e+03    2.29571667e+03
    4.69940663e+02    1.45324956e+06    7.36376755e+00    8.68377862e+02    2.79000296e+06    8.37827093e+05    6.45424105e+03    2.30015090e+03
    4.70408075e+02    1.46772584e+06    7.43455244e+00    8.67839418e+02    2.79030403e+06    8.39927514e+05    6.45072019e+03    2.30458276e+03
    4.70875488e+02    1.48231443e+06    7.50588805e+00    8.67299853e+02    2.79060199e+06    8.42029034e+05    6.44720381e+03    2.30901225e+03
    4.71342900e+02    1.49701594e+06    7.57777786e+00    8.66759161e+02    2.79089682e+06    8.44131659e+05    6.44369186e+03    2.31343940e+03
    4.71810313e+02    1.51183096e+06    7.65022528e+00    8.66217340e+02    2.79118851e+06    8.46235395e+05    6.44018429e+03    2.31786421e+03
    4.72277725e+02    1.52676010e+06    7.72323393e+00    8.65674387e+02    2.79147704e+06    8.48340250e+05    6.43668106e+03    2.32228671e+03
    4.72745138e+02    1.54180397e+06    7.79680727e+00    8.65130299e+02    2.79176241e+06    8.50446228e+05    6.43318214e+03    2.32670691e+03
    4.73212550e+02    1.55696316e+06    7.87094885e+00    8.64585073e+02    2.79204461e+06    8.52553337e+05    6.42968748e+03    2.33112483e+03
    4.73679962e+02    1.57223829e+06    7.94566224e+00    8.64038705e+02    2.79232361e+06    8.54661583e+05    6.42619703e+03    2.33554048e+03
    4.74147375e+02    1.58762997e+06    8.02095102e+00    8.63491192e+02    2.79259942e+06    8.56770973e+05    6.42271075e+03    2.33995388e+03
    4.74614788e+02    1.60313880e+06    8.09681881e+00    8.62942530e+02    2.79287201e+06    8.58881512e+05    6.41922861e+03    2.34436504e+03
    4.75082200e+02    1.61876539e+06    8.17326923e+00    8.62392718e+02    2.79314138e+06    8.60993207e+05    6.41575056e+03    2.34877399e+03
    4.75549613e+02    1.63451037e+06    8.25030596e+00    8.61841750e+02    2.79340750e+06    8.63106066e+05    6.41227656e+03    2.35318073e+03
    4.76017025e+02    1.65037434e+06    8.32793267e+00    8.61289624e+02    2.79367038e+06    8.65220093e+05    6.40880657e+03    2.35758529e+03
    4.76484438e+02    1.66635792e+06    8.40615306e+00    8.60736336e+02    2.79393000e+06    8.67335297e+05    6.40534053e+03    2.36198767e+03
    4.76951850e+02    1.68246172e+06    8.48497085e+00    8.60181883e+02    2.79418634e+06    8.69451683e+05    6.40187843e+03    2.36638791e+03
    4.77419263e+02    1.69868637e+06    8.56438981e+00    8.59626262e+02    2.79443940e+06    8.71569259e+05    6.39842020e+03    2.37078600e+03
    4.77886675e+02    1.71503250e+06    8.64441370e+00    8.59069468e+02    2.79468915e+06    8.73688031e+05    6.39496581e+03    2.37518198e+03
    4.78354087e+02    1.73150071e+06    8.72504633e+00    8.58511499e+02    2.79493559e+06    8.75808006e+05    6.39151521e+03    2.37957585e+03
    4.78821500e+02    1.74809163e+06    8.80629151e+00    8.57952350e+02    2.79517871e+06    8.77929190e+05    6.38806838e+03    2.38396763e+03
    4.79288913e+02    1.76480589e+06    8.88815310e+00    8.57392019e+02    2.79541848e+06    8.80051591e+05    6.38462525e+03    2.38835734e+03
    4.79756325e+02    1.78164412e+06    8.97063497e+00    8.56830501e+02    2.79565491e+06    8.82175215e+05    6.38118580e+03    2.39274499e+03
    4.80223738e+02    1.79860694e+06    9.05374102e+00    8.56267792e+02    2.79588797e+06    8.84300070e+05    6.37774997e+03    2.39713061e+03
    4.80691150e+02    1.81569499e+06    9.13747518e+00    8.55703890e+02    2.79611765e+06    8.86426162e+05    6.37431774e+03    2.40151420e+03
    4.81158563e+02    1.83290889e+06    9.22184138e+00    8.55138790e+02    2.79634395e+06    8.88553498e+05    6.37088904e+03    2.40589578e+03
    4.81625975e+02    1.85024928e+06    9.30684362e+00    8.54572489e+02    2.79656684e+06    8.90682086e+05    6.36746386e+03    2.41027538e+03
    4.82093388e+02    1.86771679e+06    9.39248589e+00    8.54004982e+02    2.79678631e+06    8.92811932e+05    6.36404213e+03    2.41465300e+03
    4.82560800e+02    1.88531205e+06    9.47877217e+00    8.53436266e+02    2.79700235e+06    8.94943043e+05    6.36062383e+03    2.41902866e+03
    4.83028212e+02    1.90303571e+06    9.56570662e+00    8.52866337e+02    2.79721495e+06    8.97075427e+05    6.35720891e+03    2.42340239e+03
    4.83495625e+02    1.92088841e+06    9.65329328e+00    8.52295191e+02    2.79742409e+06    8.99209091e+05    6.35379732e+03    2.42777419e+03
    4.83963038e+02    1.93887078e+06    9.74153625e+00    8.51722824e+02    2.79762976e+06    9.01344043e+05    6.35038903e+03    2.43214408e+03
    4.84430450e+02    1.95698347e+06    9.83043968e+00    8.51149232e+02    2.79783195e+06    9.03480289e+05    6.34698399e+03    2.43651208e+03
    4.84897863e+02    1.97522712e+06    9.92000772e+00    8.50574411e+02    2.79803063e+06    9.05617836e+05    6.34358217e+03    2.44087821e+03
    4.85365275e+02    1.99360238e+06    1.00102446e+01    8.49998357e+02    2.79822581e+06    9.07756693e+05    6.34018352e+03    2.44524249e+03
    4.85832688e+02    2.01210988e+06    1.01011545e+01    8.49421065e+02    2.79841746e+06    9.09896867e+05    6.33678799e+03    2.44960492e+03
    4.86300100e+02    2.03075029e+06    1.01927417e+01    8.48842532e+02    2.79860557e+06    9.12038365e+05    6.33339556e+03    2.45396553e+03
    4.86767513e+02    2.04952424e+06    1.02850104e+01    8.48262754e+02    2.79879012e+06    9.14181194e+05    6.33000617e+03    2.45832433e+03
    4.87234925e+02    2.06843239e+06    1.03779651e+01    8.47681725e+02    2.79897111e+06    9.16325363e+05    6.32661978e+03    2.46268134e+03
    4.87702337e+02    2.08747539e+06    1.04716100e+01    8.47099443e+02    2.79914851e+06    9.18470878e+05    6.32323636e+03    2.46703658e+03
    4.88169750e+02    2.10665390e+06    1.05659494e+01    8.46515902e+02    2.79932232e+06    9.20617748e+05    6.31985585e+03    2.47139007e+03
    4.88637163e+02    2.12596857e+06    1.06609879e+01    8.45931098e+02    2.79949251e+06    9.22765981e+05    6.31647823e+03    2.47574181e+03
    4.89104575e+02    2.14542006e+06    1.07567298e+01    8.45345027e+02    2.79965908e+06    9.24915583e+05    6.31310344e+03    2.48009184e+03
    4.89571988e+02    2.16500903e+06    1.08531797e+01    8.44757685e+02    2.79982201e+06    9.27066564e+05    6.30973145e+03    2.48444016e+03
    4.90039400e+02    2.18473614e+06    1.09503419e+01    8.44169066e+02    2.79998129e+06    9.29218930e+05    6.30636222e+03    2.48878679e+03
    4.90506813e+02    2.20460203e+06    1.10482210e+01    8.43579167e+02    2.80013690e+06    9.31372689e+05    6.30299570e+03    2.49313175e+03
    4.90974225e+02    2.22460739e+06    1.11468216e+01    8.42987983e+02    2.80028882e+06    9.33527851e+05    6.29963184e+03    2.49747506e+03
    4.91441638e+02    2.24475288e+06    1.12461483e+01    8.42395508e+02    2.80043704e+06    9.35684421e+05    6.29627062e+03    2.50181674e+03
    4.91909050e+02    2.26503916e+06    1.13462057e+01    8.41801740e+02    2.80058154e+06    9.37842410e+05    6.29291198e+03    2.50615679e+03
    4.92376463e+02    2.28546690e+06    1.14469985e+01    8.41206672e+02    2.80072232e+06    9.40001824e+05    6.28955588e+03    2.51049525e+03
    4.92843875e+02    2.30603678e+06    1.15485314e+01    8.40610300e+02    2.80085935e+06    9.42162673e+05    6.28620229e+03    2.51483212e+03
    4.93311288e+02    2.32674945e+06    1.16508090e+01    8.40012620e+02    2.80099262e+06    9.44324963e+05    6.28285116e+03    2.51916743e+03
    4.93778700e+02    2.34760559e+06    1.17538362e+01    8.39413626e+02    2.80112212e+06    9.46488704e+05    6.27950245e+03    2.52350118e+03
    4.94246113e+02    2.36860588e+06    1.18576177e+01    8.38813314e+02    2.80124782e+06    9.48653904e+05    6.27615612e+03    2.52783341e+03
    4.94713525e+02    2.38975099e+06    1.19621584e+01    8.38211679e+02    2.80136972e+06    9.50820572e+05    6.27281212e+03    2.53216412e+03
    4.95180938e+02    2.41104159e+06    1.20674632e+01    8.37608716e+02    2.80148779e+06    9.52988714e+05    6.26947041e+03    2.53649334e+03
    4.95648350e+02    2.43247838e+06    1.21735369e+01    8.37004419e+02    2.80160203e+06    9.55158341e+05    6.26613096e+03    2.54082108e+03
    4.96115763e+02    2.45406201e+06    1.22803846e+01    8.36398784e+02    2.80171241e+06    9.57329461e+05    6.26279371e+03    2.54514735e+03
    4.96583175e+02    2.47579318e+06    1.23880110e+01    8.35791806e+02    2.80181892e+06    9.59502082e+05    6.25945863e+03    2.54947219e+03
    4.97050588e+02    2.49767257e+06    1.24964214e+01    8.35183479e+02    2.80192154e+06    9.61676213e+05    6.25612568e+03    2.55379560e+03
    4.97518000e+02    2.51970087e+06    1.26056207e+01    8.34573799e+02    2.80202026e+06    9.63851863e+05    6.25279480e+03    2.55811760e+03
    4.97985413e+02    2.54187876e+06    1.27156141e+01    8.33962759e+02    2.80211506e+06    9.66029041e+05    6.24946597e+03    2.56243822e+03
    4.98452825e+02    2.56420693e+06    1.28264066e+01    8.33350356e+02    2.80220593e+06    9.68207755e+05    6.24613913e+03    2.56675747e+03
    4.98920238e+02    2.58668606e+06    1.29380035e+01    8.32736583e+02    2.80229284e+06    9.70388014e+05    6.24281424e+03    2.57107536e+03
    4.99387650e+02    2.60931685e+06    1.30504099e+01    8.32121435e+02    2.80237578e+06    9.72569827e+05    6.23949127e+03    2.57539192e+03
    4.99855063e+02    2.63209999e+06    1.31636312e+01    8.31504907e+02    2.80245474e+06    9.74753204e+05    6.23617017e+03    2.57970716e+03
    5.00322475e+02    2.65503617e+06    1.32776725e+01    8.30886993e+02    2.80252969e+06    9.76938153e+05    6.23285089e+03    2.58402110e+03
    5.00789888e+02    2.67812610e+06    1.33925392e+01    8.30267687e+02    2.80260062e+06    9.79124684e+05    6.22953339e+03    2.58833377e+03
    5.01257300e+02    2.70137045e+06    1.35082368e+01    8.29646985e+02    2.80266752e+06    9.81312806e+05    6.22621764e+03    2.59264517e+03
    5.01724713e+02    2.72476993e+06    1.36247705e+01    8.29024879e+02    2.80273036e+06    9.83502528e+05    6.22290359e+03    2.59695533e+03
    5.02192125e+02    2.74832525e+06    1.37421459e+01    8.28401366e+02    2.80278913e+06    9.85693860e+05    6.21959119e+03    2.60126427e+03
    5.02659538e+02    2.77203711e+06    1.38603685e+01    8.27776438e+02    2.80284381e+06    9.87886810e+05    6.21628040e+03    2.60557200e+03
    5.03126950e+02    2.79590620e+06    1.39794438e+01    8.27150091e+02    2.80289438e+06    9.90081389e+05    6.21297117e+03    2.60987855e+03
    5.03594362e+02    2.81993324e+06    1.40993774e+01    8.26522318e+02    2.80294083e+06    9.92277606e+05    6.20966348e+03    2.61418393e+03
    5.04061775e+02    2.84411892e+06    1.42201750e+01    8.25893113e+02    2.80298313e+06    9.94475471e+05    6.20635726e+03    2.61848816e+03
    5.04529188e+02    2.86846396e+06    1.43418422e+01    8.25262471e+02    2.80302127e+06    9.96674993e+05    6.20305249e+03    2.62279126e+03
    5.04996600e+02    2.89296906e+06    1.44643847e+01    8.24630385e+02    2.80305523e+06    9.98876182e+05    6.19974911e+03    2.62709325e+03
    5.05464013e+02    2.91763495e+06    1.45878084e+01    8.23996849e+02    2.80308500e+06    1.00107905e+06    6.19644708e+03    2.63139414e+03
    5.05931425e+02    2.94246231e+06    1.47121190e+01    8.23361857e+02    2.80311055e+06    1.00328360e+06    6.19314635e+03    2.63569396e+03
    5.06398838e+02    2.96745187e+06    1.48373223e+01    8.22725403e+02    2.80313186e+06    1.00548985e+06    6.18984690e+03    2.63999274e+03
    5.06866250e+02    2.99260436e+06    1.49634244e+01    8.22087481e+02    2.80314892e+06    1.00769781e+06    6.18654866e+03    2.64429047e+03
    5.07333663e+02    3.01792048e+06    1.50904312e+01    8.21448085e+02    2.80316171e+06    1.00990748e+06    6.18325159e+03    2.64858719e+03
    5.07801075e+02    3.04340096e+06    1.52183488e+01    8.20807207e+02    2.80317020e+06    1.01211888e+06    6.17995566e+03    2.65288292e+03
    5.08268487e+02    3.06904651e+06    1.53471831e+01    8.20164842e+02    2.80317439e+06    1.01433202e+06    6.17666082e+03    2.65717767e+03
    5.08735900e+02    3.09485786e+06    1.54769402e+01    8.19520983e+02    2.80317424e+06    1.01654691e+06    6.17336701e+03    2.66147146e+03
    5.09203313e+02    3.12083572e+06    1.56076264e+01    8.18875623e+02    2.80316975e+06    1.01876355e+06    6.17007421e+03    2.66576432e+03
    5.09670725e+02    3.14698083e+06    1.57392479e+01    8.18228756e+02    2.80316088e+06    1.02098197e+06    6.16678236e+03    2.67005626e+03
    5.10138138e+02    3.17329392e+06    1.58718109e+01    8.17580376e+02    2.80314763e+06    1.02320216e+06    6.16349141e+03    2.67434730e+03
    5.10605550e+02    3.19977568e+06    1.60053217e+01    8.16930474e+02    2.80312997e+06    1.02542415e+06    6.16020134e+03    2.67863747e+03
    5.11072963e+02    3.22642689e+06    1.61397868e+01    8.16279046e+02    2.80310788e+06    1.02764793e+06    6.15691208e+03    2.68292678e+03
    5.11540375e+02    3.25324827e+06    1.62752125e+01    8.15626083e+02    2.80308134e+06    1.02987353e+06    6.15362359e+03    2.68721526e+03
    5.12007788e+02    3.28024053e+06    1.64116054e+01    8.14971578e+02    2.80305033e+06    1.03210095e+06    6.15033584e+03    2.69150292e+03
    5.12475200e+02    3.30740443e+06    1.65489721e+01    8.14315526e+02    2.80301483e+06    1.03433020e+06    6.14704876e+03    2.69578978e+03
    5.12942612e+02    3.33474069e+06    1.66873190e+01    8.13657918e+02    2.80297482e+06    1.03656130e+06    6.14376233e+03    2.70007587e+03
    5.13410025e+02    3.36225006e+06    1.68266529e+01    8.12998747e+02    2.80293028e+06    1.03879426e+06    6.14047648e+03    2.70436120e+03
    5.13877438e+02    3.38993327e+06    1.69669805e+01    8.12338007e+02    2.80288118e+06    1.04102908e+06    6.13719118e+03    2.70864580e+03
    5.14344850e+02    3.41779105e+06    1.71083084e+01    8.11675690e+02    2.80282751e+06    1.04326578e+06    6.13390639e+03    2.71292969e+03
    5.14812263e+02    3.44582418e+06    1.72506437e+01    8.11011788e+02    2.80276925e+06    1.04550437e+06    6.13062204e+03    2.71721289e+03
    5.15279675e+02    3.47403338e+06    1.73939932e+01    8.10346294e+02    2.80270637e+06    1.04774487e+06    6.12733810e+03    2.72149541e+03
    5.15747088e+02    3.50241939e+06    1.75383639e+01    8.09679201e+02    2.80263885e+06    1.04998727e+06    6.12405453e+03    2.72577728e+03
    5.16214500e+02    3.53098298e+06    1.76837627e+01    8.09010502e+02    2.80256667e+06    1.05223161e+06    6.12077126e+03    2.73005853e+03
    5.16681913e+02    3.55972489e+06    1.78301968e+01    8.08340187e+02    2.80248981e+06    1.05447788e+06    6.11748827e+03    2.73433917e+03
    5.17149325e+02    3.58864586e+06    1.79776733e+01    8.07668250e+02    2.80240825e+06    1.05672609e+06    6.11420549e+03    2.73861922e+03
    5.17616737e+02    3.61774664e+06    1.81261993e+01    8.06994683e+02    2.80232195e+06    1.05897627e+06    6.11092289e+03    2.74289871e+03
    5.18084150e+02    3.64702802e+06    1.82757824e+01    8.06319477e+02    2.80223091e+06    1.06122843e+06    6.10764041e+03    2.74717765e+03
    5.18551563e+02    3.67649073e+06    1.84264296e+01    8.05642626e+02    2.80213509e+06    1.06348257e+06    6.10435801e+03    2.75145608e+03
    5.19018975e+02    3.70613553e+06    1.85781486e+01    8.04964120e+02    2.80203448e+06    1.06573871e+06    6.10107565e+03    2.75573401e+03
    5.19486388e+02    3.73596318e+06    1.87309467e+01    8.04283952e+02    2.80192905e+06    1.06799685e+06    6.09779326e+03    2.76001146e+03
    5.19953800e+02    3.76597445e+06    1.88848315e+01    8.03602114e+02    2.80181878e+06    1.07025702e+06    6.09451081e+03    2.76428845e+03
    5.20421213e+02    3.79617010e+06    1.90398106e+01    8.02918596e+02    2.80170364e+06    1.07251923e+06    6.09122824e+03    2.76856502e+03
    5.20888625e+02    3.82655088e+06    1.91958917e+01    8.02233392e+02    2.80158362e+06    1.07478348e+06    6.08794551e+03    2.77284117e+03
    5.21356038e+02    3.85711758e+06    1.93530826e+01    8.01546491e+02    2.80145868e+06    1.07704980e+06    6.08466257e+03    2.77711694e+03
    5.21823450e+02    3.88787096e+06    1.95113912e+01    8.00857887e+02    2.80132880e+06    1.07931819e+06    6.08137937e+03    2.78139234e+03
    5.22290863e+02    3.91881179e+06    1.96708253e+01    8.00167570e+02    2.80119396e+06    1.08158867e+06    6.07809586e+03    2.78566740e+03
    5.22758275e+02    3.94994085e+06    1.98313930e+01    7.99475531e+02    2.80105413e+06    1.08386125e+06    6.07481199e+03    2.78994215e+03
    5.23225688e+02    3.98125890e+06    1.99931023e+01    7.98781761e+02    2.80090929e+06    1.08613594e+06    6.07152771e+03    2.79421660e+03
    5.23693100e+02    4.01276672e+06    2.01559613e+01    7.98086252e+02    2.80075942e+06    1.08841276e+06    6.06824297e+03    2.79849077e+03
    5.24160513e+02    4.04446507e+06    2.03199782e+01    7.97388995e+02    2.80060448e+06    1.09069172e+06    6.06495773e+03    2.80276470e+03
    5.24627925e+02    4.07635477e+06    2.04851615e+01    7.96689980e+02    2.80044446e+06    1.09297284e+06    6.06167192e+03    2.80703841e+03
    5.25095338e+02    4.10843659e+06    2.06515195e+01    7.95989198e+02    2.80027932e+06    1.09525612e+06    6.05838551e+03    2.81131191e+03
    5.25562750e+02    4.14071130e+06    2.08190607e+01    7.95286641e+02    2.80010904e+06    1.09754159e+06    6.05509843e+03    2.81558523e+03
    5.26030162e+02    4.17317968e+06    2.09877935e+01    7.94582298e+02    2.79993360e+06    1.09982925e+06    6.05181064e+03    2.81985841e+03
    5.26497575e+02    4.20584253e+06    2.11577267e+01    7.93876160e+02    2.79975297e+06    1.10211913e+06    6.04852209e+03    2.82413145e+03
    5.26964988e+02    4.23870062e+06    2.13288688e+01    7.93168217e+02    2.79956712e+06    1.10441123e+06    6.04523272e+03    2.82840439e+03
    5.27432400e+02    4.27175477e+06    2.15012289e+01    7.92458461e+02    2.79937602e+06    1.10670557e+06    6.04194249e+03    2.83267725e+03
    5.27899813e+02    4.30500576e+06    2.16748158e+01    7.91746880e+02    2.79917965e+06    1.10900216e+06    6.03865133e+03    2.83695006e+03
    5.28367225e+02    4.33845439e+06    2.18496385e+01    7.91033466e+02    2.79897798e+06    1.11130102e+06    6.03535921e+03    2.84122284e+03
    5.28834638e+02    4.37210144e+06    2.20257060e+01    7.90318207e+02    2.79877099e+06    1.11360217e+06    6.03206606e+03    2.84549561e+03
    5.29302050e+02    4.40594771e+06    2.22030276e+01    7.89601095e+02    2.79855863e+06    1.11590561e+06    6.02877183e+03    2.84976840e+03
    5.29769463e+02    4.43999400e+06    2.23816123e+01    7.88882118e+02    2.79834090e+06    1.11821137e+06    6.02547648e+03    2.85404124e+03
    5.30236875e+02    4.47424113e+06    2.25614697e+01    7.88161267e+02    2.79811775e+06    1.12051946e+06    6.02217993e+03    2.85831415e+03
    5.30704287e+02    4.50868989e+06    2.27426094e+01    7.87438531e+02    2.79788917e+06    1.12282989e+06    6.01888215e+03    2.86258715e+03
    5.31171700e+02    4.54334109e+06    2.29250406e+01    7.86713899e+02    2.79765511e+06    1.12514268e+06    6.01558308e+03    2.86686028e+03
    5.31639113e+02    4.57819554e+06    2.31087733e+01    7.85987360e+02    2.79741555e+06    1.12745785e+06    6.01228265e+03    2.87113356e+03
    5.32106525e+02    4.61325402e+06    2.32938168e+01    7.85258905e+02    2.79717047e+06    1.12977541e+06    6.00898083e+03    2.87540702e+03
    5.32573938e+02    4.64851739e+06    2.34801815e+01    7.84528522e+02    2.79691983e+06    1.13209538e+06    6.00567755e+03    2.87968068e+03
    5.33041350e+02    4.68398644e+06    2.36678771e+01    7.83796200e+02    2.79666360e+06    1.13441777e+06    6.00237276e+03    2.88395456e+03
    5.33508763e+02    4.71966199e+06    2.38569137e+01    7.83061927e+02    2.79640175e+06    1.13674260e+06    5.99906639e+03    2.88822871e+03
