# table for coexisting phases in IAPWS95
nbin_coex    800
temperature_coex_min    2.731600e+02
temperature_coex_max    6.470900e+02
# temperature (degK)    pressure (Pa)    mden_vap (kg / m^3)    mden_liq (kg / m^3)    enthalpy_vap (J / kg)    enthalpy_liq (J / kg)    entropy_vap (J / kg / degK)    entropy_liq (J / kg / degK)
    6.22317138e+02    1.63611805e+07    1.11597711e+02    5.78015881e+02    2.56919583e+06    1.66412040e+06    5.22232787e+03    3.76796420e+03
    6.22784550e+02    1.64554192e+07    1.12717212e+02    5.76167249e+02    2.56609486e+06    1.66790835e+06    5.21599712e+03    3.77378646e+03
    6.23251962e+02    1.65501088e+07    1.13855544e+02    5.74296491e+02    2.56294565e+06    1.67172498e+06    5.20960073e+03    3.77964826e+03
    6.23719375e+02    1.66452516e+07    1.15013310e+02    5.72402826e+02    2.55974683e+06    1.67557125e+06    5.20313666e+03    3.78555109e+03
    6.24186788e+02    1.67408503e+07    1.16191153e+02    5.70485435e+02    2.55649693e+06    1.67944820e+06    5.19660272e+03    3.79149650e+03
    6.24654200e+02    1.68369073e+07    1.17389746e+02    5.68543451e+02    2.55319442e+06    1.68335692e+06    5.18999659e+03    3.79748613e+03
    6.25121613e+02    1.69334253e+07    1.18609801e+02    5.66575962e+02    2.54983767e+06    1.68729855e+06    5.18331586e+03    3.80352173e+03
    6.25589025e+02    1.70304069e+07    1.19852066e+02    5.64582005e+02    2.54642500e+06    1.69127429e+06    5.17655798e+03    3.80960511e+03
    6.26056438e+02    1.71278547e+07    1.21117339e+02    5.62560567e+02    2.54295459e+06    1.69528544e+06    5.16972022e+03    3.81573820e+03
    6.26523850e+02    1.72257716e+07    1.22406461e+02    5.60510577e+02    2.53942452e+06    1.69933331e+06    5.16279971e+03    3.82192304e+03
    6.26991262e+02    1.73241601e+07    1.23720321e+02    5.58430907e+02    2.53583280e+06    1.70341935e+06    5.15579343e+03    3.82816177e+03
    6.27458675e+02    1.74230230e+07    1.25059868e+02    5.56320367e+02    2.53217726e+06    1.70754503e+06    5.14869816e+03    3.83445665e+03
    6.27926087e+02    1.75223634e+07    1.26426109e+02    5.54177705e+02    2.52845563e+06    1.71171194e+06    5.14151046e+03    3.84081008e+03
    6.28393500e+02    1.76221856e+07    1.27820175e+02    5.52001623e+02    2.52466524e+06    1.71592173e+06    5.13422623e+03    3.84722454e+03
    6.28860913e+02    1.77224893e+07    1.29243091e+02    5.49790677e+02    2.52080400e+06    1.72017620e+06    5.12684248e+03    3.85370277e+03
    6.29328325e+02    1.78232791e+07    1.30696140e+02    5.47543428e+02    2.51686891e+06    1.72447718e+06    5.11935458e+03    3.86024754e+03
    6.29795738e+02    1.79245582e+07    1.32180631e+02    5.45258331e+02    2.51285700e+06    1.72882664e+06    5.11175808e+03    3.86686182e+03
    6.30263150e+02    1.80263296e+07    1.33697964e+02    5.42933760e+02    2.50876513e+06    1.73322665e+06    5.10404823e+03    3.87354875e+03
    6.30730563e+02    1.81285966e+07    1.35249653e+02    5.40568007e+02    2.50458988e+06    1.73767940e+06    5.09621985e+03    3.88031163e+03
    6.31197975e+02    1.82313625e+07    1.36837320e+02    5.38159276e+02    2.50032758e+06    1.74218719e+06    5.08826741e+03    3.88715395e+03
    6.31665387e+02    1.83346308e+07    1.38462726e+02    5.35705683e+02    2.49597428e+06    1.74675247e+06    5.08018491e+03    3.89407940e+03
    6.32132800e+02    1.84384048e+07    1.40127763e+02    5.33205242e+02    2.49152571e+06    1.75137782e+06    5.07196592e+03    3.90109188e+03
    6.32600212e+02    1.85426883e+07    1.41834501e+02    5.30655880e+02    2.48697721e+06    1.75606596e+06    5.06360333e+03    3.90819549e+03
    6.33067625e+02    1.86474850e+07    1.43585183e+02    5.28055413e+02    2.48232372e+06    1.76081977e+06    5.05508950e+03    3.91539460e+03
    6.33535038e+02    1.87527989e+07    1.45382259e+02    5.25401549e+02    2.47755974e+06    1.76564232e+06    5.04641606e+03    3.92269382e+03
    6.34002450e+02    1.88586341e+07    1.47228413e+02    5.22691880e+02    2.47267922e+06    1.77053685e+06    5.03757384e+03    3.93009805e+03
    6.34469863e+02    1.89649950e+07    1.49126600e+02    5.19923872e+02    2.46767550e+06    1.77550682e+06    5.02855270e+03    3.93761251e+03
    6.34937275e+02    1.90718860e+07    1.51080062e+02    5.17094838e+02    2.46254130e+06    1.78055595e+06    5.01934156e+03    3.94524279e+03
    6.35404688e+02    1.91793119e+07    1.53092407e+02    5.14201932e+02    2.45726849e+06    1.78568820e+06    5.00992807e+03    3.95299491e+03
    6.35872100e+02    1.92872781e+07    1.55167645e+02    5.11242105e+02    2.45184804e+06    1.79090791e+06    5.00029845e+03    3.96087537e+03
    6.36339512e+02    1.93957897e+07    1.57310238e+02    5.08212054e+02    2.44626994e+06    1.79621979e+06    4.99043744e+03    3.96889133e+03
    6.36806925e+02    1.95048529e+07    1.59525219e+02    5.05108169e+02    2.44052286e+06    1.80162906e+06    4.98032775e+03    3.97705066e+03
    6.37274338e+02    1.96144736e+07    1.61818240e+02    5.01926424e+02    2.43459413e+06    1.80714160e+06    4.96995004e+03    3.98536226e+03
    6.37741750e+02    1.97246589e+07    1.64195740e+02    4.98662262e+02    2.42846928e+06    1.81276406e+06    4.95928220e+03    3.99383621e+03
    6.38209163e+02    1.98354160e+07    1.66665046e+02    4.95310408e+02    2.42213192e+06    1.81850414e+06    4.94829918e+03    4.00248422e+03
    6.38676575e+02    1.99467526e+07    1.69234586e+02    4.91864632e+02    2.41556319e+06    1.82437090e+06    4.93697214e+03    4.01132007e+03
    6.39143988e+02    2.00586774e+07    1.71914112e+02    4.88317434e+02    2.40874137e+06    1.83037515e+06    4.92526780e+03    4.02036027e+03
    6.39611400e+02    2.01711994e+07    1.74715003e+02    4.84659619e+02    2.40164113e+06    1.83653002e+06    4.91314741e+03    4.02962484e+03
    6.40078813e+02    2.02843284e+07    1.77650619e+02    4.80879716e+02    2.39423289e+06    1.84285165e+06    4.90056564e+03    4.03913853e+03
    6.40546225e+02    2.03980751e+07    1.80736863e+02    4.76963263e+02    2.38648156e+06    1.84936015e+06    4.88746869e+03    4.04893217e+03
    6.41013637e+02    2.05124506e+07    1.83992799e+02    4.72891772e+02    2.37834529e+06    1.85608090e+06    4.87379241e+03    4.05904471e+03
    6.41481050e+02    2.06274667e+07    1.87441573e+02    4.68641379e+02    2.36977363e+06    1.86304629e+06    4.85945939e+03    4.06952595e+03
    6.41948463e+02    2.07431360e+07    1.91111713e+02    4.64180998e+02    2.36070478e+06    1.87029810e+06    4.84437479e+03    4.08044014e+03
    6.42415875e+02    2.08594712e+07    1.95038875e+02    4.59469661e+02    2.35106218e+06    1.87789095e+06    4.82842109e+03    4.09187138e+03
    6.42883288e+02    2.09764831e+07    1.99268149e+02    4.54452557e+02    2.34075024e+06    1.88589746e+06    4.81145150e+03    4.10393150e+03
    6.43350700e+02    2.10941887e+07    2.03859341e+02    4.49056183e+02    2.32964256e+06    1.89441476e+06    4.79327174e+03    4.11677010e+03
    6.43818113e+02    2.12125977e+07    2.08891209e+02    4.43178798e+02    2.31757587e+06    1.90357698e+06    4.77363094e+03    4.13059390e+03
    6.44285525e+02    2.13317207e+07    2.14473009e+02    4.36678116e+02    2.30432652e+06    1.91357201e+06    4.75218518e+03    4.14569242e+03
    6.44752938e+02    2.14515662e+07    2.20762503e+02    4.29350870e+02    2.28957660e+06    1.92466973e+06    4.72844542e+03    4.16248154e+03
    6.45220350e+02    2.15721407e+07    2.28001665e+02    4.20900307e+02    2.27284669e+06    1.93726872e+06    4.70167371e+03    4.18157546e+03
    6.45687762e+02    2.16934522e+07    2.36597839e+02    4.10878056e+02    2.25334266e+06    1.95198474e+06    4.67064685e+03    4.20392294e+03
    6.46155175e+02    2.18155221e+07    2.47353931e+02    3.98526362e+02    2.22951944e+06    1.96989498e+06    4.63298296e+03    4.23118403e+03
    6.46622588e+02    2.19384200e+07    2.62451078e+02    3.81949326e+02    2.19721315e+06    1.99377227e+06    4.58225681e+03    4.26763605e+03
    6.47090000e+02    2.20623955e+07    3.09569125e+02    3.33592696e+02    2.10562009e+06    2.06541797e+06    4.43998484e+03    4.37785728e+03
